NAME	ROLE	UTTERANCE	COMMENT	DIRECTED	keychild	gender	speaker
CHI	Laura Target_Child	sit down Lee .	%com: adults discuss drinks	KEL	laura	F	Target_Child
CHI	Laura Target_Child	here (3.) .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	Lee (8.) .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	come on .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	put your leg down .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	put your leg down .		KEL	laura	F	Target_Child
MOT	Mother	what's the time (2.) ?		A	laura	F	mother
AUN	Aunt	&-er +...		MOT	laura	F	adult
AUN	Aunt	crikey .		MOT	laura	F	adult
AUN	Aunt	it's twenty to <four > [>] .		MOT	laura	F	adult
CHI	Laura Target_Child	put your leg back .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	no .		KEL	laura	F	Target_Child
CHI	Laura Target_Child	lie back .	%com: adults talk about cooking	KEL	laura	F	Target_Child
CHI	Laura Target_Child	lie back .		KEL	laura	F	Target_Child
MOT	Mother	come out here with Mummy .		?	laura	F	mother
MOT	Mother	while Mummy puts the meat on .		?	laura	F	mother
KEL	Kelly  Child	0 [=! grumbles] .		NA	laura	F	peer
MOT	Mother	all sit nicely .		?	laura	F	mother
MOT	Mother	Play School be on in a minute (2.) . .		CHI	laura	F	mother
MOT	Mother	alright ?		CHI	laura	F	mother
MOT	Mother	let me put it under the tap then (15.) .	%com: unknown	?	laura	F	mother
CHI	Laura Target_Child	he won't sit down .		MOT	laura	F	Target_Child
MOT	Mother	&-eh ?		CHI	laura	F	mother
CHI	Laura Target_Child	he won't sit down .		MOT	laura	F	Target_Child
MOT	Mother	he won't sit down ?		CHI	laura	F	mother
CHI	Laura Target_Child	no (3.) .		MOT	laura	F	Target_Child
CHI	Laura Target_Child	&mm baby xxx (28.) .	%com: m and A prepare casserole	MOT	laura	F	Target_Child
LEE	Lee  Child	pick all them things up (be)cause they might go straight across the road .		SAR	laura	F	peer
LEE	Lee  Child	and see a xxx or a xxx .		SAR	laura	F	peer
SAR	Sarah  Sister	yeh .		LEE	laura	F	sibling
LEE	Lee  Child	I picked them up (3.) .		SAR	laura	F	peer
SAR	Sarah  Sister	come on then Laura .		CHI	laura	F	sibling
SAR	Sarah  Sister	help us (2.) .		CHI	laura	F	sibling
SAR	Sarah  Sister	there's a good girl .		CHI	laura	F	sibling
SAR	Sarah  Sister	you can take that in if you like (4.) .		CHI	laura	F	sibling
SAR	Sarah  Sister	are you working fast (2.) ?		LEE	laura	F	sibling
LEE	Lee  Child	yeh .		SAR	laura	F	peer
LEE	Lee  Child	putting it up on the wall (3.) .		SAR	laura	F	peer
LEE	Lee  Child	I stick up (1.) .		SAR	laura	F	peer
SAR	Sarah  Sister	a dolly .		LEE	laura	F	sibling
SAR	Sarah  Sister	here's your dolly then (4.) .		LEE	laura	F	sibling
SAR	Sarah  Sister	Laura ?		CHI	laura	F	sibling
SAR	Sarah  Sister	Laura ?		CHI	laura	F	sibling
LEE	Lee  Child	she went +...		SAR	laura	F	peer
LEE	Lee  Child	she +...		SAR	laura	F	peer
SAR	Sarah  Sister	xxx that great big lump Laura (2.) .	%com: calling in hall	CHI	laura	F	sibling
SAR	Sarah  Sister	yeh ?		CHI	laura	F	sibling
CHI	Laura Target_Child	it's my lump .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	my lump .		SAR	laura	F	Target_Child
UNK	Unidentified	yeh Laura .		CHI	laura	F	NA
CHI	Laura Target_Child	I want to go wee .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	want to go wee do you ?		CHI	laura	F	sibling
CHI	Laura Target_Child	yeh (3.) .	%com: s offers to undo L's	SAR	laura	F	Target_Child
SAR	Sarah  Sister	let me undo it !		CHI	laura	F	sibling
SAR	Sarah  Sister	come on .		CHI	laura	F	sibling
CHI	Laura Target_Child	no .		SAR	laura	F	Target_Child
MOT	Mother	ah .		CHI	laura	F	mother
MOT	Mother	mummie's little tired girl (34.) .	%com: adults continue talk	CHI	laura	F	mother
CHI	Laura Target_Child	look (23.) .		?	laura	F	Target_Child
SAR	Sarah  Sister	haven't you given her all the toys (8.) ?	%com: children talking	?	laura	F	sibling
CHI	Laura Target_Child	look .		?	laura	F	Target_Child
CHI	Laura Target_Child	me xxx a bike (3.) .		?	laura	F	Target_Child
SAR	Sarah  Sister	Laura (18.) .		CHI	laura	F	sibling
CHI	Laura Target_Child	xxx .		NA	laura	F	Target_Child
CHI	Laura Target_Child	that .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	xxx .		NA	laura	F	sibling
SAR	Sarah  Sister	now she wants more chew gum .		?	laura	F	sibling
SAR	Sarah  Sister	&mm ?		?	laura	F	sibling
SAR	Sarah  Sister	want some more ?		?	laura	F	sibling
SAR	Sarah  Sister	have some more chew gum .		?	laura	F	sibling
SAR	Sarah  Sister	0 [=! shrieks] .		NA	laura	F	sibling
SAR	Sarah  Sister	here you are .		?	laura	F	sibling
SAR	Sarah  Sister	I got a whole xxx now (5.) .		?	laura	F	sibling
SAR	Sarah  Sister	I got all (4.) ?		?	laura	F	sibling
SAR	Sarah  Sister	Lee what you got in your mouth (6.) ?	%com: garbled speech	LEE	laura	F	sibling
CHI	Laura Target_Child	I swallowed mine (8.) .	%com: everybody talking at once	?	laura	F	Target_Child
CHI	Laura Target_Child	why can't I have some more then (15.) ?	%com: all talking together Start watching TV	?	laura	F	Target_Child
CHI	Laura Target_Child	Mum .		MOT	laura	F	Target_Child
CHI	Laura Target_Child	Mum .		MOT	laura	F	Target_Child
CHI	Laura Target_Child	I did .		MOT	laura	F	Target_Child
CHI	Laura Target_Child	I did (12.) .	%com: adults talking	MOT	laura	F	Target_Child
CHI	Laura Target_Child	I xxx (3.) .		MOT	laura	F	Target_Child
SAR	Sarah  Sister	come on xxx the other one .		?	laura	F	sibling
SAR	Sarah  Sister	I'll die if you won't let me have one .		?	laura	F	sibling
SAR	Sarah  Sister	I'll die .		?	laura	F	sibling
CHI	Laura Target_Child	xxx (16.) .		NA	laura	F	Target_Child
SAR	Sarah  Sister	Laura had those toys .	%com: accusingly	LEE	laura	F	sibling
LEE	Lee  Child	mine ?		SAR	laura	F	peer
SAR	Sarah  Sister	yeh (2.) .		LEE	laura	F	sibling
LEE	Lee  Child	you pinched mine ?		SAR	laura	F	peer
LEE	Lee  Child	come on .		CHI	laura	F	peer
LEE	Lee  Child	let's run about .		CHI	laura	F	peer
CHI	Laura Target_Child	no .		LEE	laura	F	Target_Child
SAR	Sarah  Sister	no (55.) .	%com: children run and shout	LEE	laura	F	sibling
MOT	Mother	well don't just eat the prunes .	%com: to I	CHI	laura	F	mother
CHI	Laura Target_Child	yyy (2.) .		NA	laura	F	Target_Child
FAT	Father	xxx (2.) .		Na	laura	F	adult
FAT	Father	yyy .		NA	laura	F	adult
FAT	Father	&-um (2.) .		?	laura	F	adult
CHI	Laura Target_Child	nice .		?	laura	F	Target_Child
FAT	Father	yyy .		NA	laura	F	adult
MOT	Mother	&-um [= yes] (4.) .	%com: to F	FAT	laura	F	mother
FAT	Father	xxx (1.) .		NA	laura	F	adult
MOT	Mother	&-um [<] .		?	laura	F	mother
FAT	Father	&-uh hum [= yes] (3.) .	%com: another stone . I has just own prune stones and put them in a dish	?	laura	F	adult
CHI	Laura Target_Child	yes .		?	laura	F	Target_Child
CHI	Laura Target_Child	now I know .		?	laura	F	Target_Child
CHI	Laura Target_Child	xxx (4.) .		NA	laura	F	Target_Child
MOT	Mother	one in there (2.) .		?	laura	F	mother
FAT	Father	xxx .		NA	laura	F	adult
FAT	Father	xxx .		NA	laura	F	adult
CHI	Laura Target_Child	Fraser (4.) ?		?	laura	F	Target_Child
CHI	Laura Target_Child	ah now (3.) .		?	laura	F	Target_Child
CHI	Laura Target_Child	xxx on here (2.) ?		?	laura	F	Target_Child
CHI	Laura Target_Child	no .		?	laura	F	Target_Child
CHI	Laura Target_Child	now me right way ?		?	laura	F	Target_Child
FAT	Father	yyy [<] (1.) .		NA	laura	F	adult
CHI	Laura Target_Child	xxx go in (3.) .		?	laura	F	Target_Child
CHI	Laura Target_Child	Mummie .		MOT	laura	F	Target_Child
CHI	Laura Target_Child	you have a sweetie ?		MOT	laura	F	Target_Child
MOT	Mother	no .		CHI	laura	F	mother
MOT	Mother	cause you're not having any sweeties .		CHI	laura	F	mother
MOT	Mother	you didn't finish your dinner (5.) .	%com: ref . to microphone	CHI	laura	F	mother
FAT	Father	xxx [<] [>] .		NA	laura	F	adult
CHI	Laura Target_Child	what ?		?	laura	F	Target_Child
CHI	Laura Target_Child	a tie .		?	laura	F	Target_Child
CHI	Laura Target_Child	Mummie .		MOT	laura	F	Target_Child
CHI	Laura Target_Child	me got one tie on (3.) .	%com: to F	FAT	laura	F	Target_Child
MOT	Mother	what have you been doing .		CHI	laura	F	mother
CHI	Laura Target_Child	I'm Fraser .		MOT	laura	F	Target_Child
MOT	Mother	iris .		?	laura	F	mother
FAT	Father	yyy (1.) .		NA	laura	F	adult
FAT	Father	yyy [>] .		NA	laura	F	adult
CHI	Laura Target_Child	hang [<] a one up (7.) .		MOT	laura	F	Target_Child
CHI	Laura Target_Child	where nappie go ?		MOT	laura	F	Target_Child
MOT	Mother	on the top [!] I said .		CHI	laura	F	mother
MOT	Mother	yes (1.) .		CHI	laura	F	mother
CHI	Laura Target_Child	<ups > [>] +...		MOT	laura	F	Target_Child
MOT	Mother	you can't reach (1.) .	%com: I . e . to top of drying frame	CHI	laura	F	mother
CHI	Laura Target_Child	pee [= please] me have one of them [>] .		MOT	laura	F	Target_Child
CHI	Laura Target_Child	&-um [<] .	%com: nappies on drying frame	MOT	laura	F	Target_Child
CHI	Laura Target_Child	come on (4.) .		MOT	laura	F	Target_Child
MOT	Mother	turn it round (4.) .		?	laura	F	mother
FAT	Father	yyy .		NA	laura	F	adult
CHI	Laura Target_Child	pee [= please] may I hang some up top [>] ?	%com: m exasperated with I	MOT	laura	F	Target_Child
MOT	Mother	don't go on (6.) .		CHI	laura	F	mother
MOT	Mother	on [>] the bottom please .		CHI	laura	F	mother
CHI	Laura Target_Child	where (2.) ?		MOT	laura	F	Target_Child
MOT	Mother	on the bottom one .		CHI	laura	F	mother
MOT	Mother	no .		CHI	laura	F	mother
MOT	Mother	if you can't do it Iris .		?	laura	F	mother
CHI	Laura Target_Child	here (2.) .		MOT	laura	F	Target_Child
CHI	Laura Target_Child	yes (1.) .	%com: I hanging socks on drying frame	MOT	laura	F	Target_Child
FAT	Father	yyy (1.) .		NA	laura	F	adult
FAT	Father	yyy (1.) .		NA	laura	F	adult
FAT	Father	yyy .	%com: the piece of clothing is hers	NA	laura	F	adult
FAT	Father	xxx .	%com: puts her garment beside F's on drying frame	NA	laura	F	adult
FAT	Father	yyy !		NA	laura	F	adult
FAT	Father	me (2.) .		?	laura	F	adult
FAT	Father	down (1.) .	%com: to I and F	?	laura	F	adult
FAT	Father	yyy .		NA	laura	F	adult
CHI	Laura Target_Child	us do (a)gain (2.) .		FAT	laura	F	Target_Child
FAT	Father	ah .		CHI	laura	F	adult
CHI	Laura Target_Child	go put it on (2.) .		FAT	laura	F	Target_Child
FAT	Father	yyy .		NA	laura	F	adult
CHI	Laura Target_Child	yes .	%com: switch on liquidiser	FAT	laura	F	Target_Child
MOT	Mother	wait a minute now (1.) .		?	laura	F	mother
MOT	Mother	out the way (7.) .		?	laura	F	mother
MOT	Mother	xxx one .		?	laura	F	mother
FAT	Father	xxx .		NA	laura	F	adult
CHI	Laura Target_Child	want some more and put some more in (3.) .		?	laura	F	Target_Child
CHI	Laura Target_Child	it's funny (2.) .		?	laura	F	Target_Child
FAT	Father	0 [=! noises] .		NA	laura	F	adult
MOT	Mother	&-um [= yes] .		?	laura	F	mother
MOT	Mother	you want some tomorrow xxx .		?	laura	F	mother
MOT	Mother	xxx ?		NA	laura	F	mother
MOT	Mother	no .		?	laura	F	mother
FAT	Father	xxx .		NA	laura	F	adult
MOT	Mother	we're going to the shops xxx [>] xxx . .		?	laura	F	mother
CHI	Laura Target_Child	xxx ?		NA	laura	F	Target_Child
FAT	Father	xxx [>] xxx .		NA	laura	F	adult
MOT	Mother	now don't switch [<] [>] it on .		?	laura	F	mother
FAT	Father	xxx [<] .		NA	laura	F	adult
FAT	Father	go .		?	laura	F	adult
MOT	Mother	xxx right (1.) .	%com: I switches on liquidiser	?	laura	F	mother
CHI	Laura Target_Child	finish .	%com: m stops I switching off liquidiser	?	laura	F	Target_Child
MOT	Mother	right now .		CHI	laura	F	mother
MOT	Mother	down .		CHI	laura	F	mother
MOT	Mother	down .	%com: I kisses M	CHI	laura	F	mother
MOT	Mother	you're giving me lots_of kisses aren't you ?		CHI	laura	F	mother
MOT	Mother	am I (4.) ?		CHI	laura	F	mother
CHI	Laura Target_Child	I wonder what's going into me pond .		SELF	laura	F	Target_Child
CHI	Laura Target_Child	no teamies [= streamies] (2.) .	%com: streamies = urine	SELF	laura	F	Target_Child
CHI	Laura Target_Child	jobbies (2.) .		SELF	laura	F	Target_Child
CHI	Laura Target_Child	jobbies (10.) .		SELF	laura	F	Target_Child
CHI	Laura Target_Child	Mummie .	%com: m replies in distance	MOT	laura	F	Target_Child
CHI	Laura Target_Child	me pull up my yyy [= trousers] .		MOT	laura	F	Target_Child
CHI	Laura Target_Child	no (2.) .		MOT	laura	F	Target_Child
MOT	Mother	did you pass wind ?		CHI	laura	F	mother
MOT	Mother	xxx (1.) .	%com: m rolls out pastry for lid of pie	NA	laura	F	mother
CHI	Laura Target_Child	what (2.) ?		MOT	laura	F	Target_Child
MOT	Mother	I need to roll it out a bit more (5.) .		CHI	laura	F	mother
MOT	Mother	&-um hum [= yes] (11.) .	%com: I . e . it's ready	CHI	laura	F	mother
MOT	Mother	just a minute (3.) .	%com: m gets some water	CHI	laura	F	mother
CHI	Laura Target_Child	yes .	%com: m knocks up pastry on pie	MOT	laura	F	Target_Child
CHI	Laura Target_Child	no cry Fraser (2.) .		FRA	laura	F	Target_Child
CHI	Laura Target_Child	no no no no (4.) .	%com: f crying . M comes in	FRA	laura	F	Target_Child
MOT	Mother	oh .	%com: to F	FRA	laura	F	mother
FRA	Fraser Brother	hair cut .		?	laura	F	sibling
MOT	Mother	won't that be nice ?		FRA	laura	F	mother
MOT	Mother	will we (2.) ?		FRA	laura	F	mother
FRA	Fraser Brother	0 [=! yawns] .		NA	laura	F	sibling
CHI	Laura Target_Child	sleepy boy .		FRA	laura	F	Target_Child
MOT	Mother	aren't you (1.) ?	%com: to F	FRA	laura	F	mother
MOT	Mother	with your tights and your trousers and your shoes .		FRA	laura	F	mother
FAT	Father	xxx (2.) .		NA	laura	F	adult
FRA	Fraser Brother	boot (1.) .		MOT	laura	F	sibling
MOT	Mother	alright darling .		FRA	laura	F	mother
MOT	Mother	don't cry .		FRA	laura	F	mother
CHI	Laura Target_Child	no [>] .		MOT	laura	F	Target_Child
MOT	Mother	come on .		CHI	laura	F	mother
MOT	Mother	off the chair please .		CHI	laura	F	mother
MOT	Mother	you've got it on two legs only (2.) .		CHI	laura	F	mother
CHI	Laura Target_Child	xxx .		NA	laura	F	Target_Child
MOT	Mother	<iris > [<] (2.) .		IRI	laura	F	mother
CHI	Laura Target_Child	yyy .		NA	laura	F	Target_Child
CHI	Laura Target_Child	me want see outside .		MOT	laura	F	Target_Child
MOT	Mother	well we'll not be a minute .	%com: to M	CHI	laura	F	mother
MOT	Mother	now then (1.) .		?	laura	F	mother
FRA	Fraser Brother	0 [=! cries] .	%com: m dresses F and talks to him	NA	laura	F	sibling
MOT	Mother	what were you thinking about ?		?	laura	F	mother
FRA	Fraser Brother	yes .		FRA	laura	F	sibling
MOT	Mother	did you think about your motor cars (1.) ?		FRA	laura	F	mother
MOT	Mother	where's your +...	%com: to F	FRA	laura	F	mother
FRA	Fraser Brother	xxx .		NA	laura	F	sibling
FRA	Fraser Brother	xxx (6.) .		NA	laura	F	sibling
CHI	Laura Target_Child	meet again (6.) .	%com: m talks in background . I comes into kitchen and messes about	?	laura	F	Target_Child
MOT	Mother	<leave him Iris> [>] .		IRIS	laura	F	mother
MOT	Mother	he's sleepy .		IRIS	laura	F	mother
MOT	Mother	for goodness sake (2.) .	%com: to F	FRA	laura	F	mother
MOT	Mother	xxx .		NA	laura	F	mother
CHI	Laura Target_Child	yyy .	%com: to F	NA	laura	F	Target_Child
CHI	Laura Target_Child	say yyy (1.) .		FRA	laura	F	Target_Child
CHI	Laura Target_Child	yyy (2.) .		NA	laura	F	Target_Child
CHI	Laura Target_Child	xxx (1.) .		NA	laura	F	Target_Child
MOT	Mother	what's she doing ?		?	laura	F	mother
FRA	Fraser Brother	xxx .		NA	laura	F	sibling
MOT	Mother	xxx (2.) .		NA	laura	F	mother
FRA	Fraser Brother	xxx (8.) .		NA	laura	F	sibling
FRA	Fraser Brother	&mm (1.) .		?	laura	F	sibling
FRA	Fraser Brother	xxx xxx [>] .		NA	laura	F	sibling
CHI	Laura Target_Child	it's Iris' .		?	laura	F	Target_Child
MOT	Mother	show Sue your new slippers .		CHI	laura	F	mother
MOT	Mother	your new slippers .		CHI	laura	F	mother
MOT	Mother	show Sue your slippers .		CHI	laura	F	mother
MOT	Mother	look (2.) .	%com: general conversation	SUE	laura	F	mother
AUN	Aunt	oh no down their house didn't you ?		?	laura	F	adult
SAR	Sarah  Sister	Laura .		CHI	laura	F	sibling
SAR	Sarah  Sister	Laura .		CHI	laura	F	sibling
SAR	Sarah  Sister	in there .		CHI	laura	F	sibling
SAR	Sarah  Sister	no no no no .		CHI	laura	F	sibling
CHI	Laura Target_Child	put them ?		SAR	laura	F	Target_Child
SAR	Sarah  Sister	oh stupid girl .		CHI	laura	F	sibling
CHI	Laura Target_Child	what Kelly (23.) ?		KEL	laura	F	Target_Child
SAR	Sarah  Sister	that's the same (3.) .		CHI	laura	F	sibling
CHI	Laura Target_Child	that's mine .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	I like to have that (2.) .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	a friend (6.) .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	Kelly don'(t) .		KEL	laura	F	sibling
CHI	Laura Target_Child	that's lovely .		?	laura	F	Target_Child
CHI	Laura Target_Child	have it .		?	laura	F	Target_Child
CHI	Laura Target_Child	world is it .		?	laura	F	Target_Child
AUN	Aunt	xxx !	%com: tv on	NA	laura	F	adult
CHI	Laura Target_Child	you ain't having the funny man (2.) .		?	laura	F	Target_Child
CHI	Laura Target_Child	no nothing .		?	laura	F	Target_Child
CHI	Laura Target_Child	nor this one .		?	laura	F	Target_Child
CHI	Laura Target_Child	nor this lollipops (12.) .		?	laura	F	Target_Child
CHI	Laura Target_Child	where's Sue ?		?	laura	F	Target_Child
AUN	Aunt	Kelly put your sock on .		KEL	laura	F	adult
CHI	Laura Target_Child	this is on .		?	laura	F	Target_Child
CHI	Laura Target_Child	shall I go wee+wee ?		?	laura	F	Target_Child
CHI	Laura Target_Child	and a poo ?		?	laura	F	Target_Child
CHI	Laura Target_Child	I'll come down after and count this .		?	laura	F	Target_Child
CHI	Laura Target_Child	and I'll bring your your dolly down .		?	laura	F	Target_Child
CHI	Laura Target_Child	and xxx (10.) .	%com: eats a mint	?	laura	F	Target_Child
MOT	Mother	xxx (25.) .		NA	laura	F	mother
CHI	Laura Target_Child	cock cockles (3.) .		?	laura	F	Target_Child
CHI	Laura Target_Child	cock +...		?	laura	F	Target_Child
CHI	Laura Target_Child	I don't give me (5.) .		?	laura	F	Target_Child
CHI	Laura Target_Child	I don't like egg (6.) .	%com: makes funny noise	?	laura	F	Target_Child
SAR	Sarah  Sister	Mum can I have a cockle ?		MOT	laura	F	sibling
SAR	Sarah  Sister	three ?		MOT	laura	F	sibling
CHI	Laura Target_Child	put on my plate .	%com: makes funny noise	?	laura	F	Target_Child
SAR	Sarah  Sister	look what I got .		CHI	laura	F	sibling
SAR	Sarah  Sister	it wasn't like you was it (6.) ?		CHI	laura	F	sibling
CHI	Laura Target_Child	ta ta .		?	laura	F	Target_Child
CHI	Laura Target_Child	want my cockles .		?	laura	F	Target_Child
AUN	Aunt	cheerio .		?	laura	F	adult
UNK	Unidentified	cock cock cock .		?	laura	F	NA
MOT	Mother	eat that .		?	laura	F	mother
CHI	Laura Target_Child	no .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	tickle lickle@wp.		CHI	laura	F	sibling
SAR	Sarah  Sister	there's a rabbit in here .		CHI	laura	F	sibling
CHI	Laura Target_Child	get out .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	come on then .		CHI	laura	F	sibling
SAR	Sarah  Sister	where's your balloon (2.) ?		CHI	laura	F	sibling
SAR	Sarah  Sister	xxx out now .		CHI	laura	F	sibling
SAR	Sarah  Sister	where's it to (6.) ?		CHI	laura	F	sibling
SAR	Sarah  Sister	oh dear .		CHI	laura	F	sibling
CHI	Laura Target_Child	come on (3.) .	%com: to'doll	TOY	laura	F	Target_Child
MOT	Mother	alright ?		?	laura	F	mother
MOT	Mother	shut the back door then .		?	laura	F	mother
SAR	Sarah  Sister	we've been playing over there . .		MOT	laura	F	sibling
CHI	Laura Target_Child	want go out .		MOT	laura	F	Target_Child
MOT	Mother	have he ?		CHI	laura	F	mother
CHI	Laura Target_Child	Sarah want go back out (5.) ?		MOT	laura	F	Target_Child
CHI	Laura Target_Child	I want to (1.) want go back out .		MOT	laura	F	Target_Child
SAR	Sarah  Sister	shall I take your Tiny_Tears in here .		CHI	laura	F	sibling
CHI	Laura Target_Child	no I take Tiny_Tears .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	right .		CHI	laura	F	sibling
SAR	Sarah  Sister	tell me .		CHI	laura	F	sibling
CHI	Laura Target_Child	they ain't in here .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	there's Lizzy's .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	Sarah come have a look .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	what ?		CHI	laura	F	sibling
CHI	Laura Target_Child	come and see dresses (5.) .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	okay (2.) .		CHI	laura	F	sibling
CHI	Laura Target_Child	look .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	no I'm not wearing that .	%com: points	CHI	laura	F	sibling
SAR	Sarah  Sister	I'm wearing that one .		CHI	laura	F	sibling
CHI	Laura Target_Child	I'm wearing that one .		SAR	laura	F	Target_Child
CHI	Laura Target_Child	and I'm wearing that one .		SAR	laura	F	Target_Child
SAR	Sarah  Sister	you wear that one .		CHI	laura	F	sibling
SAR	Sarah  Sister	and you wear that one .		CHI	laura	F	sibling
