NAME,ROME,UTTERANCE,COMMENT,DIRECTED,,
RAC,Rachel Sister,look in the night we put it here so nobody can come in .,%com: r demonstrates door bolt,?,,
RAC,Rachel Sister,and in the morning when we go out we take them off .,%com: m comes up,?,,
MOT,Mother,I told you to leave the door . .,,RAC,,
MOT,Mother,now go in your bed+room again (25.) .,,RAC,,
Location: Kitchen,,,,,,
Activities: Watching M and R play Misfits,,,,,,
Comment: car noises mixed with wordless singing,,,,,,
MOT,Mother,you put the hat at the other end if you've got a hat (3.) .,,RAC,,
MOT,Mother,xxx the best place to put the hat . .,,RAC,,
MOT,Mother,no,,RAC,,
MOT,Mother,put a hat up that end .,,RAC,,
RAC,Rachel Sister,oh I have .,%com: have a hat,MOT,,
MOT,Mother,well if you can't put on legs or anything and you don't want to put < xxx > [>] you can .,,RAC,,
CHI,Geoffrey Target_Child,< xxx > [<] [>] .,,NA,,
MOT,Mother,you can have either [<] legs <or hat> [<] [<] .,,RAC,,
MOT,Mother,that's right .,,RAC,,
MOT,Mother,I've got a xxx .,,RAC,,
MOT,Mother,I've just remembered .,,RAC,,
MOT,Mother,it's in my handbag .,,RAC,,
MOT,Mother,xxx .,,NA,,
MOT,Mother,I think that xxx (3.) .,,RAC,,
MOT,Mother,there we are .,%com: m has her go,RAC,,
MOT,Mother,now then you can either put a a face or a leg .,,RAC,,
RAC,Rachel Sister,you got a I haven't got a face .,,MOT,,
RAC,Rachel Sister,xxx got ?,,MOT,,
MOT,Mother,a body (3.) ?,,RAC,,
MOT,Mother,where's your seven ?,,RAC,,
RAC,Rachel Sister,I threw it on the xxx .,,MOT,,
MOT,Mother,I thought you'd taken them (3.) .,,RAC,,
RAC,Rachel Sister,I did keep them then .,,MOT,,
MOT,Mother,I've got seven .,,RAC,,
MOT,Mother,you should have seven .,,RAC,,
MOT,Mother,one two three four five six seven .,,RAC,,
MOT,Mother,those are your last ones .,,RAC,,
MOT,Mother,oh Rachael I do wish you'd play the game .,,RAC,,
RAC,Rachel Sister,I did .,,MOT,,
MOT,Mother,how can you have two left and have seven ?,,RAC,,
MOT,Mother,you kept putting them down and not picking them up .,,RAC,,
RAC,Rachel Sister,I did .,,MOT,,
MOT,Mother,anyway I've got_to go and get lunch now .,,RAC,,
MOT,Mother,xxx that other one xxx .,,RAC,,
RAC,Rachel Sister,I [>] .,,MOT,,
MOT,Mother,< xxx > [<] xxx again next time now we know how to play .,,RAC,,
MOT,Mother,put them all away Geoffrey will you ?,,CHI,,
CHI,Geoffrey Target_Child,&mm .,,MOT,,
RAC,Rachel Sister,I'm going to do it .,,MOT,,
RAC,Rachel Sister,xxx game .,,MOT,,
MOT,Mother,what ?,,RAC,,
RAC,Rachel Sister,it doesn't xxx .,,MOT,,
MOT,Mother,yes you do .,,RAC,,
MOT,Mother,you put one down and pick one up and you mustn't +...,,RAC,,
RAC,Rachel Sister,I xxx when we played it .,,MOT,,
MOT,Mother,no I know but we do know now .,,RAC,,
RAC,Rachel Sister,look at her .,%com: one of the Misfit people,MOT,,
Location: Bedroom,,,,,,
Activities: Free play alone,,,,,,
Situation: Playing with bricks,,,,,,
CHI,Geoffrey Target_Child,putting them in the bag .,%com: answering an inaudible question from M in another room,SELF,,
MOT,Mother,xxx .,,NA,,
CHI,Geoffrey Target_Child,pardon (30.) ?,,MOT,,
Location: Kitchen,,,,,,
Activities: Free play alone,,,,,,
CHI,Geoffrey Target_Child,hallo [: hello] .,,?,,
CHI,Geoffrey Target_Child,none of them .,,?,,
CHI,Geoffrey Target_Child,both them .,,?,,
CHI,Geoffrey Target_Child,what you got ?,,?,,
MOT,Mother,right no .,,?,,
MOT,Mother,0 [=! sneeze] .,,NA,,
RAC,Rachel Sister,xxx .,,NA,,
RAC,Rachel Sister,I'm going to tickle your tummy (5.) .,,CHI,,
MOT,Mother,Rachael don't do any more .,,RAC,,
MOT,Mother,no xxx (3.) .,,RAC,,
CHI,Geoffrey Target_Child,oh I am a Nono [= clot] .,,?,,
MOT,Mother,come and sit down xxx .,,RAC,,
RAC,Rachel Sister,xxx (3.) .,,NA,,
MOT,Mother,xxx .,,NA,,
MOT,Mother,now and don't be .,,RAC,,
RAC,Rachel Sister,don't be dirty .,,MOT,,
Location: Living room,,,,,,
Activities: Watching TV,,,,,,
Situation: Watching Mary Mungo and Midge on TV M is on the,,,,,,
Location: Kitchen,,,,,,
Activities: Game play hide and seek,,,,,,
Situation: Watching Mary Mungo and Midge on TV M is on the,,,,,,
RAC,Rachel Sister,I've xxx .,%com: g running away from R into kitchen,?,,
MOT,Mother,oo get your slippers in the kitchen (be)cause we've got_to go and meet Catherine in a minute .,,RAC,,
CHI,Geoffrey Target_Child,&n no &k keep in here .,%com: g out of breath and wanting to hide,RAC,,
MOT,Mother,put the shoes on .,,RAC,,
CHI,Geoffrey Target_Child,it's my turn .,,RAC,,
MOT,Mother,would you put the shoes on in you bed+room ?,,RAC,,
MOT,Mother,put your slip shoes on [>] .,,RAC,,
RAC,Rachel Sister,no [<] it's not,,?,,
RAC,Rachel Sister,it's my turn Mummy .,,MOT,,
MOT,Mother,all right <if you say> [>] it is .,,RAC,,
CHI,Geoffrey Target_Child,<it's your turn> [<] .,,RAC,,
MOT,Mother,yes I'm xxx +...,,?,,
MOT,Mother,no don't open the doo .,,?,,
RAC,Rachel Sister,0 [=! calls] .,%com: r in another room,NA,,
MOT,Mother,right .,%com: to R,RAC,,
MOT,Mother,stay here .,%com: to G,CHI,,
MOT,Mother,she's not ready yet 0 .,%com: no response,CHI,,
MOT,Mother,come in here .,,CHI,,
MOT,Mother,come in here .,,CHI,,
CHI,Geoffrey Target_Child,and I say &a:h: .,,MOT,,
MOT,Mother,you say found you when you have (5.) .,,CHI,,
CHI,Geoffrey Target_Child,is she ready ?,,MOT,,
MOT,Mother,no she'll say ready@q when she's ready.,,CHI,,
MOT,Mother,wait a minute .,,CHI,,
MOT,Mother,no no no no no .,,CHI,,
MOT,Mother,no come in here .,,CHI,,
MOT,Mother,she'll call out ready@q when she's ready .,,CHI,,
MOT,Mother,hurry up Rachael (10.) .,,RAC,,
MOT,Mother,that's all right you xxx .,,?,,
MOT,Mother,okay xxx (5.) .,,?,,
CHI,Geoffrey Target_Child,where's Rachael gone .,,MOT,,
MOT,Mother,want to go to the pictures but there's nothing on .,,?,,
CHI,Geoffrey Target_Child,xxx ?,,NA,,
MOT,Mother,terrible for Bristol to have no news that you could take a child to (3.) . .,,?,,
MOT,Mother,oh Rachael he's not playing the game he's opening the door [>] .,,RAC,,
CHI,Geoffrey Target_Child,<I'm> [<] not .,,MOT,,
MOT,Mother,well then don't open the door all the time then (4.) .,,CHI,,
MOT,Mother,xxx .,,NA,,
MOT,Mother,stand by me here .,,CHI,,
CHI,Geoffrey Target_Child,I don't know when Rachael's ready (3.) .,,MOT,,
CHI,Geoffrey Target_Child,hey (10.) .,,?,,
CHI,Geoffrey Target_Child,xxx (5.) .,,NA,,
Location: Kitchen,,,,,,
Activities: Watching M,,,,,,
RAC,Rachel Sister,now the best one's xxx (5.) .,,?,,
RAC,Rachel Sister,right ?,,?,,
MOT,Mother,off you go .,,?,,
CAT,Catherine  Child,now what have I got ?,,MOT,,
MOT,Mother,you've got a body .,,CAT,,
CAT,Catherine  Child,o:h haha xxx .,,MOT,,
MOT,Mother,o:h that's a funny one .,,CAT,,
MOT,Mother,pick them up everyone .,,O,,
MOT,Mother,one two three four five seven eight .,,O,,
CAT,Catherine  Child,let xxx one .,,?,,
MOT,Mother,now it's your go Rachael .,,RAC,,
MOT,Mother,xxx pick them up (5.) .,,RAC,,
MOT,Mother,what have you got (2.) ?,,RAC,,
MOT,Mother,a hat (2.) or leg ?,,RAC,,
MOT,Mother,hat or leg (5.) ?,,RAC,,
RAC,Rachel Sister,oh yes I've got a leg .,,MOT,,
MOT,Mother,a leg ?,,RAC,,
MOT,Mother,right .,,RAC,,
CAT,Catherine  Child,xxx < xxx that> [>] .,,MOT,,
MOT,Mother,pick [<] one up .,,RAC,,
MOT,Mother,pick one up .,,RAC,,
RAC,Rachel Sister,doing doing .,,MOT,,
MOT,Mother,I don't know how we quite win but we'll see in the end how we win .,,O,,
CAT,Catherine  Child,who wins .,,MOT,,
MOT,Mother,I don't know .,,CAT,,
MOT,Mother,we'll see .,,O,,
MOT,Mother,I I'm putting a hat down .,,O,,
CHI,Geoffrey Target_Child,who'll see ?,,MOT,,
MOT,Mother,off you go [>] .,,?,,
RAC,Rachel Sister,< xxx > [<] .,,NA,,
MOT,Mother,it doesn't matter .,,RAC,,
MOT,Mother,xxx minute .,,RAC,,
MOT,Mother,your go Catherine .,,CAT,,
RAC,Rachel Sister,xxx thing funny thing .,,?,,
MOT,Mother,no it isn't your go it's Catherines go .,,RAC,,
MOT,Mother,I think it's the one who [/] who has finished all their cards first .,,O,,
MOT,Mother,we'll see how it works out . .,,O,,
MOT,Mother,I think when we can't go on any more .,,O,,
CAT,Catherine  Child,xxx .,,NA,,
MOT,Mother,come on (3.) .,,CAT,,
MOT,Mother,that's right .,,CAT,,
MOT,Mother,now pick one up (3.) .,,CAT,,
MOT,Mother,right and that one's for Rachael .,,CAT,,
MOT,Mother,come on Rachael .,,RAC,,
MOT,Mother,put one down (3.) .,,RAC,,
MOT,Mother,a face ?,,RAC,,
MOT,Mother,and that's yours .,,RAC,,
MOT,Mother,now I haven't got one to pick up .,,RAC,,
MOT,Mother,so I do that .,,RAC,,
MOT,Mother,now it's Catherine's go .,,RAC,,
MOT,Mother,have you got a face (3.) ?,,CAT,,
CAT,Catherine  Child,yes .,,MOT,,
MOT,Mother,right .,,CAT,,
CAT,Catherine  Child,a clown's face .,,MOT,,
MOT,Mother,right a clown's face .,,CAT,,
RAC,Rachel Sister,xxx .,,NA,,
Location: Living Room,,,,,,
Activities: Free play hide and seek,,,,,,
Situation: G is hiding,,,,,,
Situation: R and C talking as they look for him,,,,,,
CAT,Catherine  Child,hoy@f.,,CHI,,
CAT,Catherine  Child,xxx me (4.) .,%com: g and C hiding together R is further away,CHI,,
CAT,Catherine  Child,xxx shut the door xxx .,,CHI,,
CAT,Catherine  Child,xxx shut the door (4.) .,%com: they go further away,CHI,,
CHI,Geoffrey Target_Child,Catherine (4.) .,,CAT,,
CAT,Catherine  Child,shut the door .,,CHI,,
CAT,Catherine  Child,xxx quickly (2.) .,,CHI,,
CAT,Catherine  Child,xxx shut the door (5.) .,,CHI,,
CHI,Geoffrey Target_Child,how do you play this game ?,,CAT,,
CHI,Geoffrey Target_Child,how [>] ?,,CAT,,
CAT,Catherine  Child,<I don't> [<] know .,,CHI,,
CAT,Catherine  Child,xxx game .,,CHI,,
CHI,Geoffrey Target_Child,we [/] we both (2.) Catherine we both xxx don't we ?,,CAT,,
RAC,Rachel Sister,xxx .,,NA,,
CAT,Catherine  Child,Geoffrey you go in <there and you stay there> [>] .,,CHI,,
RAC,Rachel Sister,< xxx > [<] (3.) .,,NA,,
RAC,Rachel Sister,Catherine you xxx this (25.) ?,%com: r and C talking quietly,CAT,,
CAT,Catherine  Child,I'm not frightened .,,RAC,,
CHI,Geoffrey Target_Child,this one's Daddy's bed+room (6.) .,,CAT,,
CHI,Geoffrey Target_Child,Catherine .,,CAT,,
CHI,Geoffrey Target_Child,Catherine .,,CAT,,
CHI,Geoffrey Target_Child,Catherine .,,CAT,,
Location: Kitchen,,,,,,
Activities: Free play alone (with paper bag),,,,,,
Situation: C and R talking,,,,,,
RAC,Rachel Sister,xxx on my bike (5.) .,,?,,
CHI,Geoffrey Target_Child,xxx (5.) .,,NA,,
CAT,Catherine  Child,0 [=! giggles] .,,NA,,
RAC,Rachel Sister,0 [=! giggles] .,,NA,,
CAT,Catherine  Child,tell him to come and look .,,RAC,,
RAC,Rachel Sister,xxx (12.) .,%com: conversation indistinct,NA,,
CHI,Geoffrey Target_Child,aha .,,SELF,,
CHI,Geoffrey Target_Child,I can put it in here (15.) .,%com: g putting play+dough in paper bag . C and R chatting,SELF,,
CHI,Geoffrey Target_Child,a big black xxx inside there (12.) .,,SELF,,
CHI,Geoffrey Target_Child,you can only xxx .,,SELF,,
MOT,Mother,Geoffrey be quiet .,%com: m comes in,CHI,,
CHI,Geoffrey Target_Child,xxx .,,NA,,
MOT,Mother,no no .,,CHI,,
RAC,Rachel Sister,I was in (.) I was in hers [>] .,,?,,
CHI,Geoffrey Target_Child,<I can't have any> [<] [>] .,,?,,
RAC,Rachel Sister,< xxx > [<] [>] .,,NA,,
MOT,Mother,no [<] .,,CHI,,
CHI,Geoffrey Target_Child,Mummie I can't have any .,,MOT,,
CHI,Geoffrey Target_Child,Mummie I can't have any of that play+dough .,,MOT,,
RAC,Rachel Sister,no .,,CHI,,
MOT,Mother,no you xxx .,,CHI,,
CAT,Catherine  Child,I'll I'll xxx her (be)cause she said yes and then we can make a lot [>] .,,?,,
RAC,Rachel Sister,I [<] need some more .,,SELF,,
RAC,Rachel Sister,I need some play+dough .,,SELF,,
MOT,Mother,give her some xxx .,,CAT,,
CHI,Geoffrey Target_Child,can I have some play+dough .,,MOT,,
MOT,Mother,no you play with this .,,CHI,,
MOT,Mother,and keep it in here .,,CHI,,
MOT,Mother,< xxx Rachael xxx > [>] .,,RAC,,
RAC,Rachel Sister,< xxx > [<] [>] .,,NA,,
CHI,Geoffrey Target_Child,< xxx play+dough> [<] .,,MOT,,
Location: Living Room,,,,,,
Activities: Watching TV,,,,,,
CHI,Geoffrey Target_Child,what are they doing (25.) ?,,?,,
CHI,Geoffrey Target_Child,what are they doing ?,,?,,
CHI,Geoffrey Target_Child,say (59.) ?,,?,,
Location: Kitchen,,,,,,
Activities: Clearing up,,,,,,
MOT,Mother,did you ?,,CAT,,
CAT,Catherine  Child,yes .,,MOT,,
RAC,Rachel Sister,and I made some xxx Easter eggs (3.) .,,MOT,,
CAT,Catherine  Child,xxx .,,NA,,
MOT,Mother,do what [>] ?,,RAC,,
RAC,Rachel Sister,xxx .,,NA,,
RAC,Rachel Sister,xxx put them in here .,,MOT,,
RAC,Rachel Sister,and xxx another one .,,MOT,,
MOT,Mother,would you put that <plate up please> [>] ?,,RAC,,
RAC,Rachel Sister,< xxx and put> [<] them on each_other .,,MOT,,
MOT,Mother,would you put that plate up please before it gets broken .,,RAC,,
CAT,Catherine  Child,and I xxx and I xxx this one . .,,MOT,,
CAT,Catherine  Child,and I put this one .,,MOT,,
CAT,Catherine  Child,xxx <all play+dough > [>] .,,MOT,,
RAC,Rachel Sister,< xxx > [<] ?,,NA,,
MOT,Mother,xxx and I'll get the xxx (4.) .,%com: m and R talk,O,,
MOT,Mother,go and get your coat on .,,?,,
CAT,Catherine  Child,please may I wash my hands ?,,MOT,,
MOT,Mother,yes wash them in the sink in the bath+room xxx .,,CAT,,
RAC,Rachel Sister,I've found the other play+dough thing .,,MOT,,
MOT,Mother,hurry up (be)cause you're xxx starting out in a minute (5.) .,,?,,
RAC,Rachel Sister,where's my xxx (10.) ?,,MOT,,
CAT,Catherine  Child,is it a xxx of mine ?,,MOT,,
MOT,Mother,what did you say ?,,CAT,,
CAT,Catherine  Child,is it xxx mine (4.) ?,,MOT,,
RAC,Rachel Sister,xxx could be anyone's (3.) .,,CAT,,
RAC,Rachel Sister,xxx I got xxx things xxx you ?,,CHI,,
CHI,Geoffrey Target_Child,no I don't really (4.) .,,RAC,,
Location: Kitchen,,,,,,
Activities: Waiting while M gets tea,,,,,,
Situation: G in high chair,,,,,,
MOT,Mother,xxx you up ?,,CHI,,
MOT,Mother,xxx .,,NA,,
CHI,Geoffrey Target_Child,don't get me down .,,MOT,,
CHI,Geoffrey Target_Child,don't .,,MOT,,
CHI,Geoffrey Target_Child,no: +...,,MOT,,
MOT,Mother,Geoffrey do you want some tea ?,,CHI,,
CHI,Geoffrey Target_Child,I want xxx .,,MOT,,
MOT,Mother,no need to cry .,,CHI,,
MOT,Mother,no need to cry .,,CHI,,
MOT,Mother,xxx .,,CHI,,
MOT,Mother,don't cry .,,CHI,,
MOT,Mother,dry your eyes .,,CHI,,
MOT,Mother,ask Mummy .,,CHI,,
MOT,Mother,ask [>] Mummy .,,CHI,,
CHI,Geoffrey Target_Child,no [<] .,,MOT,,
MOT,Mother,what do you want ?,,CHI,,
CHI,Geoffrey Target_Child,I want that chair .,,MOT,,
MOT,Mother,well say can you xxx that chair Mummy .,,CHI,,
CHI,Geoffrey Target_Child,you xxx that chair <Mummy > [>] .,,MOT,,
MOT,Mother,< xxx > [<] .,,NA,,
MOT,Mother,which chair ?,%com: m moves him,CHI,,
MOT,Mother,don't xxx .,,CHI,,
MOT,Mother,don't have a kick at me please . .,,CHI,,
MOT,Mother,xxx .,,NA,,
MOT,Mother,I'm not giving you any tea xxx .,,CHI,,
CHI,Geoffrey Target_Child,no .,,MOT,,
CHI,Geoffrey Target_Child,no .,,MOT,,
MOT,Mother,stop that noise .,,CHI,,
MOT,Mother,stop xxx crying .,,CHI,,
CHI,Geoffrey Target_Child,no: .,,MOT,,
MOT,Mother,aha &hah come on .,,CHI,,
CHI,Geoffrey Target_Child,no .,,MOT,,
MOT,Mother,right (3.) .,,CHI,,
CHI,Geoffrey Target_Child,you xxx me .,,MOT,,
MOT,Mother,what's that then ?,%com: m kisses him,CHI,,
MOT,Mother,now old softie (4.) .,,CHI,,
MOT,Mother,you're xxx too tired aren't you boy .,,CHI,,
MOT,Mother,want to sit on my shoulder (3.) .,,CHI,,
CHI,Geoffrey Target_Child,xxx .,,NA,,
MOT,Mother,xxx .,,NA,,
MOT,Mother,would you like ?,,CHI,,
Location: Kitchen,,,,,,
Activities: Eating tea,,,,,,
Situation: R amd C talking quietly,,,,,,
CHI,Geoffrey Target_Child,oh I'll have two then .,%com: radio on,MOT,,
RAC,Rachel Sister,ah .,,?,,
CHI,Geoffrey Target_Child,I'll have two then .,,MOT,,
MOT,Mother,what do you mean you'll have two then ?,,CHI,,
CHI,Geoffrey Target_Child,I can I have two of these (55.) ?,%com: m and F talking almost inaudibly,MOT,,
FAT,Father,ah ah .,,CHI,,
FAT,Father,xxx Mummy first please then you have that (30.) .,,CHI,,
End,,,,,,
"Participants: CHI Harriet Target_Child, MOT Mother, NAO Naomi Child, RIC Richard Sibling, NEI Neighbor Adult, SAR Child, HAN Child, UNK Unidentified",,,,,,
Situation: R is showing H a book,,,,NEI Neighbor Adult,HAN Child,UNK Unidentified
Situation: R is showing H a book,,,,,,
Comment: None,,,,,,
Location: Bedroom,,,,,,
Activities: Reading,,,,,,
Situation: R is showing H a book,,,,,,
Situation: R has a cough,,,,,,
CHI,Harriet Target_Child,oh a cat there .,,RIC,,
CHI,Harriet Target_Child,like that .,,RIC,,
RIC,Richard Sibling,oh yes .,,CHI,,
RIC,Richard Sibling,can go over (1.) pages haven't we ?,%com: turning pages of book,CHI,,
CHI,Harriet Target_Child,&mm [= yes] .,,RIC,,
CHI,Harriet Target_Child,this (1.) .,,RIC,,
CHI,Harriet Target_Child,what's them ?,,RIC,,
RIC,Richard Sibling,what's that .,,CHI,,
RIC,Richard Sibling,0 [=! coughs] .,,NA,,
RIC,Richard Sibling,who is that peeping out_of his window ?,,CHI,,
CHI,Harriet Target_Child,he is a xxx .,,RIC,,
RIC,Richard Sibling,he is &-er Barnaby .,,CHI,,
CHI,Harriet Target_Child,yeh (1.) &mm (5.) .,%com: both cough,RIC,,
RIC,Richard Sibling,who is this ?,,RIC,,
RIC,Richard Sibling,Barnaby ?,,RIC,,
CHI,Harriet Target_Child,no .,,CHI,,
RIC,Richard Sibling,squirrels ?,,RIC,,
CHI,Harriet Target_Child,yes (4.) .,,CHI,,
RIC,Richard Sibling,xxx ?,,NA,,
CHI,Harriet Target_Child,yes .,,RIC,,
RIC,Richard Sibling,and a rainbow ?,,CHI,,
CHI,Harriet Target_Child,yes .,,RIC,,
RIC,Richard Sibling,and a rainbow ?,,CHI,,
CHI,Harriet Target_Child,yes .,,RIC,,
RIC,Richard Sibling,lots_of rainbows .,,CHI,,
CHI,Harriet Target_Child,yes [>] .,,RIC,,
RIC,Richard Sibling,xxx [<] ?,,NA,,
CHI,Harriet Target_Child,yes .,,RIC,,
CHI,Harriet Target_Child,byebye .,,SELF,,
RIC,Richard Sibling,this .,,CHI,,
RIC,Richard Sibling,0 [=! sneezes] .,,NA,,
RIC,Richard Sibling,Harriet ?,,CHI,,
CHI,Harriet Target_Child,yes [>] .,,RIC,,
RIC,Richard Sibling,<he's> [<] dropped his saucepan .,,CHI,,
RIC,Richard Sibling,0 [=! coughs] .,,NA,,
CHI,Harriet Target_Child,a haha I give xxx .,,RIC,,
CHI,Harriet Target_Child,&bu (1.) bunnies .,%com: in book,RIC,,
RIC,Richard Sibling,who's this ?,,CHI,,
RIC,Richard Sibling,teddy ?,,CHI,,
CHI,Harriet Target_Child,yes .,,RIC,,
RIC,Richard Sibling,who's that ?,,CHI,,
RIC,Richard Sibling,dolly ?,,CHI,,
CHI,Harriet Target_Child,yes .,,RIC,,
RIC,Richard Sibling,who's that (1.) Andy Pandy ?,,CHI,,
CHI,Harriet Target_Child,yeh .,,RIC,,
Location: Lounge,,,,,,
Activities: Free play alone,,,,,,
Situation: M washing up,,,,,,
RIC,Richard Sibling,ah .,,CHI,,
CHI,Harriet Target_Child,what ?,,RIC,,
RIC,Richard Sibling,want a xxx .,,MOT,,
RIC,Richard Sibling,want a xxx .,%com: r wants M to do something,MOT,,
MOT,Mother,Harriet don't make too much mess my love .,,CHI,,
RIC,Richard Sibling,0 [=! moans] .,,NA,,
MOT,Mother,no I'm washing up Richard .,,RIC,,
MOT,Mother,xxx (27.) .,%com: noise of dishes,NA,,
RIC,Richard Sibling,xxx o:h Mum (8.) .,%com: r making unhappy sounds,MOT,,
RIC,Richard Sibling,pull my socks up .,,MOT,,
CHI,Harriet Target_Child,alright .,,RIC,,
CHI,Harriet Target_Child,xxx .,,NA,,
RIC,Richard Sibling,no not you [>] .,,CHI,,
MOT,Mother,now [<] then come here .,,RIC,,
CHI,Harriet Target_Child,alright .,,RIC,,
MOT,Mother,try not to make too much mess Harriet .,,CHI,,
CHI,Harriet Target_Child,no (17.) .,%com: m and R in other room can just be heard,MOT,,
MOT,Mother,Harriet don't xxx .,,CHI,,
CHI,Harriet Target_Child,no .,,MOT,,
Location: Lounge,,,,,,
Activities: Talk as the main activity,,,,,,
RIC,Richard Sibling,0 [=! coughing] .,%com: r complaining because of his cold . R's heavy breathing is audible,NA,,
CHI,Harriet Target_Child,look .,,MOT,,
CHI,Harriet Target_Child,there (17.) .,,MOT,,
CHI,Harriet Target_Child,in garden .,%com: h probably looking outside,MOT,,
MOT,Mother,&mm ?,,CHI,,
CHI,Harriet Target_Child,xxx there .,,MOT,,
CHI,Harriet Target_Child,guard .,,MOT,,
RIC,Richard Sibling,0 [=! coughs] .,,NA,,
CHI,Harriet Target_Child,in there (4.) .,,MOT,,
CHI,Harriet Target_Child,xxx (4.) .,,MOT,,
Location: Lounge,,,,,,
Activities: Helping,,,,,,
Situation: H is cleaning a table,,,,,,
RIC,Richard Sibling,you'll have_to buy some more xxx for Christmas .,,MOT,,
MOT,Mother,xxx (9.) .,%com: m in kitchen . H is wiping the TV table,NA,,
RIC,Richard Sibling,she's wiping the (1.) table with a (1.) cloth .,,MOT,,
RIC,Richard Sibling,with a towel I mean .,,MOT,,
RIC,Richard Sibling,0 [=! coughs] .,,NA,,
RIC,Richard Sibling,Mummie .,%com: r in other room,MOT,,
MOT,Mother,what love ?,,RIC,,
RIC,Richard Sibling,want another drink .,,MOT,,
CHI,Harriet Target_Child,mine (2.) .,,?,,
RIC,Richard Sibling,want another drink .,%com: far away,MOT,,
CHI,Harriet Target_Child,here (3.) .,,RIC,,
CHI,Harriet Target_Child,xxx I xxx you .,,RIC,,
CHI,Harriet Target_Child,xxx (2.) .,,NA,,
CHI,Harriet Target_Child,ice (1.) .,,MOT,,
CHI,Harriet Target_Child,Mummie (4.) .,,MOT,,
CHI,Harriet Target_Child,xxx ice .,,MOT,,
MOT,Mother,&mm ?,%com: m now in lounge,CHI,,
CHI,Harriet Target_Child,need ice .,,MOT,,
MOT,Mother,ice ?,,CHI,,
RIC,Richard Sibling,Mum ?,%com: r in kichen shouting through,MOT,,
MOT,Mother,yes .,,RIC,,
RIC,Richard Sibling,what sort of xxx medicine have we got ?,,MOT,,
MOT,Mother,I don't know love (2.) .,,RIC,,
CHI,Harriet Target_Child,xxx .,,NA,,
RIC,Richard Sibling,xxx .,,NA,,
